NewsID	Content
71581	"
	Actually, for digital HDTV systems that's far higher bandwidth than
you need, unless there's some reason you must work in fully-uncompressed
HDTV.  Also, my calculations is that each frame should be well under 6MB,
even using 24 bits/pixel (which is more bits than you actually need - 15 or
18 should be enough for a moving picture).  1600x1100x16bits is 3.5MB (I'm
guessing at HDTV resolution - it may be a bit wider than 1600, I'm fairly
sure of the 1100 number for most of the digital proposals).

	I hope you have a very fast memory system as well - 180MB/s while
displaying will require a heavily interleaved VRAM system.

	Unless you have a _very_ compelling reason, I'd advise trying to use
at least somewhat compressed data.  You don't have to go to full compression
to get to a level where the data IO requirements are much cheaper and easier
to deal with.

-- 
GNU Emacs is a LISP operating system disguised as a word processor.
 - Doug Mohney, in comp.arch"
94536	"The Vatican library recently made a tour of the US.
 Can anyone help me in finding a FTP site where this collection is 
 available."
48594	"Now, I am jumping into the middle of this thread so I may not know
what y'all been talking about, but I have a few comments:


There are a number of other factors that are very important, the three
biggest being air velocity, air momentum and shock waves.
Velocity stacks have been used for years and are now being used inside
of stock airboxes on a number of bikes.  At a tuned engine rpm, the
stacks can greatly increase the speed, and thus momentum of the air
rushing in.
Air momentum is critical in getting good air intake: the momentum of
the air stack outside the combustion chamber will force its way inside
long after the piston has begun its compressive up-stroke.
Shock waves are used to induce air intake and to prevent fresh air from
escaping out the exzhaust ports.  Shock waves are the product of expansion
chambers or any other means of presenting a 'wall' (opening or closing)
to the air in motion.  Beyond this I am lost in the mystery of how they
design for shock waves."
37142	"
In the case of victimless crimes yes, I think so.

Think about it.  If I rob or beat up or rape or kill someone, it's very
clear to anyone not a sociopath that I've done something immoral.  On the
other hand, if I smoke grass or have sex with a consenting adult in a
manner illegal in that state, the morality or immorality of that act is
merely a lifestyle choice; it doesn;t clearly hurt anyone else.  IMO, if
such an act doesn;t hurt another person it should not be interfered with.


I think so.  And I don't use drugs, outside of the legal ones (alcohol
and coffee)."
98817	"--> Note:
Reply to a message in soc.religion.christian.

EVENSON THOMAS RANDALL wrote in a message to All:



Hi, You might want to read Charismatic Chaos by John MacArthur.  In it
he discussed exactly this queation, amongst others.  In my own words,
VERY simplified, his position is basically that one must decide, what
is the most important - experience or Scripture?  People tend to say
Scripture, without living according to that.  Their own
feeling/prophecy/etc tends to be put across without testing in the
light of Scripture.

There's a lot more than this, really worthwhile to read whether you're
Charismatic or not.

Groetnis (=cheers)
 Deon

--- timEd/B8"
96219	"Could anyone enlighten me on how the Mormon church views 
children born out of wedlock?  In particular I'm interested to know if any 
stigma is attached to the children as opposed to the parents.  I'm especially 
keen to learn if there is or is not any prohibition in the Mormon faith on 
bastards entering heaven or having their names entered in the big genealogical 
book the Mormons keep in Salt Lake City.  If this is an issue on which the 
""official"" position has changed over time, I'm interested in learning both old 
and new beliefs.  E-mail or posting is fine.  All information or pointers are 
appreciated."
23099	"EUROPEAN COMPUTER RESEARCH CENTRE

Research Positions in 3D Graphics

ECRC is currently expanding its research staff in three-dimensional
graphics. We are looking for highly qualified researchers with a PhD in
computer science and a proven ability to conduct highly innovative
research. Preference will be given to candidates who have strong
experience in developing and implementing algorithms for
three-dimensional graphics, visualization and user interaction. We
presently have positions available for both experienced researchers and
recent graduates.  Candidates with especially strong backgrounds may be
considered for positions as visiting scientists or for Ph.D. student
research positions.

The European Computer-Industry Research Centre is located in Munich,
Germany with English as the working language. The centre is funded by a
consortium of major computer companies, with a mission to pursue
research in fundamental areas of computer science. Active areas of
research include visualization and user interfaces, distributed
computing, parallelism, deductive systems and databases. The center
employs 45 researchers of 21 different nationalities.

The small but rapidly growing graphics group is currently investigating
new methods for three-dimensional human-computer interaction and the
integration of computer vision and computer graphics technology. The
center has extensive computing facilities which includes Sun
workstations, Apple Macintoshes, a well equipped graphics laboratory and
network access to super-computer facilities."
36685	"Hello everyone. I just wanted to let everyone know that I have just
been selected as part of the Reduction In Force here at Amdahl. For all
that are currently in a dialog with me, or are waiting letters from me,
I have saved your letters on floppy and will continue when I get back
on the net from another account in the future.

For those who are on the GEnie network, my email address there is:

                     T.ROSE1

God Bless and Goodbye until then. If you want to continue dialogs with
me via US MAIL, I can be contacted at:"
53601	"I need help getting my ZX-11 (C3) to behave.  I've managed to get
the front suspension to be very happy, but the rear sucks.  I can't
do anything with it to make it feel ok.  The bike is very stable
through the corners (I think because I have the front just right),
but when the straights get bumpy the rear is torturous.  It feels
like it actually amplifies the bumps.  And the damping doesn't seem
to do anything in real-life, although you can tell the difference
when the bike isn't moving.  I've tried 4-5 cm of sag (from
completeley unloaded), but I don't know which way to go.  Has anyone
gotten the rear of this bike comfortable?  And if so, what kind of
settings (esp. what sag) did you use.  I like to corner, but I also
would like my kidneys to remain intact.  This thing makes the new
ZX-7 feel comfy...."
60132	"
I'm afraid that I've lost the thread here.  I didn't suggest that all 
government regulations be subject to referenda.  So I don't follow the 
comments above.


I mean that an ideology that treats all government regulation as equally
undesirable and seeks to abolish all regulations is unlikely to draw
support among more than a miniscule portion of the electorate.

Furthermore, I am suggesting that such a plan is not feasible in an
industrial society because the weight of litigation and/or misery it
would produce would effectively crush productive effort.

No, I'm not surprised.  I just think it's interesting that on one hand
libertarians assume a limited government can be decreed, yet on the other
posit an entire government made up of people who carry guns.  (I realize
that many libertarians assume that such a government will be 
counterbalanced by a fully armed citizenry, but it is worth noting that
widespread civilian ownership of guns does not necessarily prevent the
establishment of totalitarian government, e.g. Iraq.)

Yup, sure do.  But since I also support the constitutional requirement
that the government provide for the general welfare (Article I section 8),
I'm willing to justify such programs on that basis.

Well, in the first place, I don't support a ""socialized economic system.""
I think within limits that capitalism is a fine idea.  But it is not
the case that ""any third party...is...as likely to be ignorant or corrupt
as the buyer or seller.""  There are multitudes of examples where such a
statement is demonstrably false.  Regulation of stock market transactions
that provide a reasonable basis for buyers to avoid fraud is only one
example.

jsh
"
59181	"Didn't the new study asked ""have you engaged in homosexual intercourse
within the last two years"" whereas Kinsey asked ""have you ever engaged
or thought about engaging in homosexual activity"".  Sort of like the 
difference between ""did you have yogurt this morning"" and ""are you 
allergic to lactose"".

-- 

                                                --  Michal"
83758	"
    This is the first I hear that Koresh refused to release
    someone.  In fact, a lot of people, including children, came out
    during the stand-off.

    How do you know Koresh killed his followers?  The FBI said
    he had had no such plans (and they had the place bugged), Koresh's 
    attorney said the same thing, and the survivors claimed that the 
    fire was started by goverment agents.







-- 
------------------------------------------------------------------------------------------
Disclaimer: Opinions expressed are mine, not my employer's."
98631	"
And if the Lord God Almighty parted the sky and make a personal
appearance at their Board of Directors meeting, they would also change
their policies.  The odds are about equal.


You'll be extremely lucky if you ever get one through.
"
74082	"


If you want to have some fun.

Plug the basic formulas  into Lotus.

Use the spreadsheet auto re-calc,  and graphing functions
to produce  bar graphs  based on latitude,  tilt  and hours of day light avg.
"
74316	"

[ The discussion begins: why does the universe exist at all?  ]

= 
= Must there be a ""why"" to this?  I ask because of what you also
=      assume about God-- namely, that He just exists, with no ""why""
=      to His existence.  So the question is reversed, ""Why can't
=      we assume the universe just exists as you assume God to
=      ""just exist""?  Why must there be a ""why"" to the universe?""

One of the Laws of Nature, specifying cause and effect seems to dictate 
(at least to this layman's mind) there must be a causal event.  No
reasonable alternative exists.

As far as I can tell, the very laws of nature demand a ""why"".  That isn't
true of something outside of nature (i.e., *super*natural).

[ ... ]

= 
= It may be that one day man not only can create life but can also
=      create man.  Now, I don't see this happening in my lifetime,
=      nor do I assert it is probable.  But the possibility is there,
=      given scientists are working hard at ""decoding"" out ""genetic
=      code"" to perhaps help cure disease of a genetic variation.
=      Again, though, must there be ""why"" or a ""divine prupose"" to
=      man's existence?

I believe the ""genetic code"" will be entirely deciphered in our lifetimes,
but we will not see man convert entirely inert material into self sustaining, 
reproducing life, *ever*.  (I've never been much of a prophet, though. I
can't even *picture* New York in my mind 8^] ).  I don't believe *any*
technology would be able to produce that necessary *spark* of life, despite
having all of the parts available. Just my opinion.

= 
= > When you say that man is *only* an animal, I have to think that you are
= > presenting an unprovable statement -- a dogma, if you will.  And one
= > the requires a kind of ""faith"" too.   By taking such a hard line in
= > your atheism, you may have stumbled into a religion of your own.
= 
= As far as we can tell, man falls into the ""mammal"" catagory.  Now,
  ^^^^^^^^^^^^^^^^^^^^^
That preposition sort of precludes an absolute, doesn't it?  Without an 
absolute conclusion, what are we left with?  I believe the word ""faith""
works nicely.

=      if there were something more to the man (say, a soul), then
=      we have yet to find evidence of such.  But as it is now, man
=      is a mammal (babies are born live, mother gives milk, we're
=      warm-blooded, etc.) as other mammals are and is similar in
=      genetic construction to some of them (in particular, primates).
=      For more on this check out talk.origins.
= 
= > But before you write off all Christianity as phony and shallow, I hope
= > you'll do a little research into its history and varieties, perhaps by
= > reading Paul Johnson's ""A History of Christianity"".  From your remarks,
= > it seems that you have been exposed to certain types of Christian
= > religion and not others.  Even an atheist should have enough faith in
= > Man to know that a movement of 2000 years has to have some depth, and
= > be animated by some enduring values.
= 
= Well, then, Buddhism, Confucianism, Taoism, Hinduism, Judaism,
=      Zoerasterism, Shintoism, and Islam should fit this bit of logic
=      quite nicely... :-)  All have depth, all have enduring values,
=      thus all must be true...

Well then, with an *equal* scale, and under an *equal* standard, investigate
them all, and discover where God is ( or *whether* he is, for the denial of
God is ultimately a statement of faith, non-falsifiable as His existence 
may be). 

For isn't this the purpose of religion - to discover, and in discovery, to
*know* God?

You don't mind if a few of us send up a prayer on your behalf during your
research, do you?  After all, if we of Christ are deluding ourselves, you
really have nothing to worry about, eh?

Until the King returns,

Jason

"
19018	
